team,team_against,week,matchup_type,points_for,points_against,league_id
The Dark Knighton,A Game of Throws,1,REGULAR_SEASON,103,90,128504
A Game of Throws,The Dark Knighton,1,REGULAR_SEASON,90,103,128504
SB's Finest,EveryDayImRussellin,1,REGULAR_SEASON,79,56,128504
EveryDayImRussellin,SB's Finest,1,REGULAR_SEASON,56,79,128504
Jets,Los Pollos Hermanos,1,REGULAR_SEASON,82,100,128504
Los Pollos Hermanos,Jets,1,REGULAR_SEASON,100,82,128504
Martyr.,Bengal Ball,1,REGULAR_SEASON,87,78,128504
Bengal Ball,Martyr.,1,REGULAR_SEASON,78,87,128504
Akili Smith's Career,Domination,1,REGULAR_SEASON,79,93,128504
Domination,Akili Smith's Career,1,REGULAR_SEASON,93,79,128504
JayCutlersGayButlers,Con 2,1,REGULAR_SEASON,90,70,128504
Con 2,JayCutlersGayButlers,1,REGULAR_SEASON,70,90,128504
The Dark Knighton,SB's Finest,2,REGULAR_SEASON,79,119,128504
SB's Finest,The Dark Knighton,2,REGULAR_SEASON,119,79,128504
A Game of Throws,Con 2,2,REGULAR_SEASON,54,60,128504
Con 2,A Game of Throws,2,REGULAR_SEASON,60,54,128504
Jets,EveryDayImRussellin,2,REGULAR_SEASON,94,78,128504
EveryDayImRussellin,Jets,2,REGULAR_SEASON,78,94,128504
Martyr.,Los Pollos Hermanos,2,REGULAR_SEASON,81,102,128504
Los Pollos Hermanos,Martyr.,2,REGULAR_SEASON,102,81,128504
Akili Smith's Career,Bengal Ball,2,REGULAR_SEASON,42,89,128504
Bengal Ball,Akili Smith's Career,2,REGULAR_SEASON,89,42,128504
JayCutlersGayButlers,Domination,2,REGULAR_SEASON,69,89,128504
Domination,JayCutlersGayButlers,2,REGULAR_SEASON,89,69,128504
The Dark Knighton,Jets,3,REGULAR_SEASON,54,86,128504
Jets,The Dark Knighton,3,REGULAR_SEASON,86,54,128504
A Game of Throws,SB's Finest,3,REGULAR_SEASON,91,90,128504
SB's Finest,A Game of Throws,3,REGULAR_SEASON,90,91,128504
Martyr.,EveryDayImRussellin,3,REGULAR_SEASON,89,61,128504
EveryDayImRussellin,Martyr.,3,REGULAR_SEASON,61,89,128504
Akili Smith's Career,Los Pollos Hermanos,3,REGULAR_SEASON,79,77,128504
Los Pollos Hermanos,Akili Smith's Career,3,REGULAR_SEASON,77,79,128504
JayCutlersGayButlers,Bengal Ball,3,REGULAR_SEASON,114,69,128504
Bengal Ball,JayCutlersGayButlers,3,REGULAR_SEASON,69,114,128504
Domination,Con 2,3,REGULAR_SEASON,102,86,128504
Con 2,Domination,3,REGULAR_SEASON,86,102,128504
The Dark Knighton,Martyr.,4,REGULAR_SEASON,115,111,128504
Martyr.,The Dark Knighton,4,REGULAR_SEASON,111,115,128504
A Game of Throws,Jets,4,REGULAR_SEASON,60,83.2,128504
Jets,A Game of Throws,4,REGULAR_SEASON,83.2,60,128504
SB's Finest,Con 2,4,REGULAR_SEASON,109,102,128504
Con 2,SB's Finest,4,REGULAR_SEASON,102,109,128504
Akili Smith's Career,EveryDayImRussellin,4,REGULAR_SEASON,103,56,128504
EveryDayImRussellin,Akili Smith's Career,4,REGULAR_SEASON,56,103,128504
JayCutlersGayButlers,Los Pollos Hermanos,4,REGULAR_SEASON,77,96,128504
Los Pollos Hermanos,JayCutlersGayButlers,4,REGULAR_SEASON,96,77,128504
Domination,Bengal Ball,4,REGULAR_SEASON,84,106,128504
Bengal Ball,Domination,4,REGULAR_SEASON,106,84,128504
The Dark Knighton,Akili Smith's Career,5,REGULAR_SEASON,84,91,128504
Akili Smith's Career,The Dark Knighton,5,REGULAR_SEASON,91,84,128504
A Game of Throws,Martyr.,5,REGULAR_SEASON,93,106,128504
Martyr.,A Game of Throws,5,REGULAR_SEASON,106,93,128504
SB's Finest,Jets,5,REGULAR_SEASON,70,75,128504
Jets,SB's Finest,5,REGULAR_SEASON,75,70,128504
JayCutlersGayButlers,EveryDayImRussellin,5,REGULAR_SEASON,64,49,128504
EveryDayImRussellin,JayCutlersGayButlers,5,REGULAR_SEASON,49,64,128504
Domination,Los Pollos Hermanos,5,REGULAR_SEASON,85,77,128504
Los Pollos Hermanos,Domination,5,REGULAR_SEASON,77,85,128504
Bengal Ball,Con 2,5,REGULAR_SEASON,106,89,128504
Con 2,Bengal Ball,5,REGULAR_SEASON,89,106,128504
The Dark Knighton,JayCutlersGayButlers,6,REGULAR_SEASON,81,79,128504
JayCutlersGayButlers,The Dark Knighton,6,REGULAR_SEASON,79,81,128504
A Game of Throws,Akili Smith's Career,6,REGULAR_SEASON,90,49,128504
Akili Smith's Career,A Game of Throws,6,REGULAR_SEASON,49,90,128504
SB's Finest,Martyr.,6,REGULAR_SEASON,113,68,128504
Martyr.,SB's Finest,6,REGULAR_SEASON,68,113,128504
Jets,Con 2,6,REGULAR_SEASON,87,127,128504
Con 2,Jets,6,REGULAR_SEASON,127,87,128504
Domination,EveryDayImRussellin,6,REGULAR_SEASON,121,81.9,128504
EveryDayImRussellin,Domination,6,REGULAR_SEASON,81.9,121,128504
Bengal Ball,Los Pollos Hermanos,6,REGULAR_SEASON,56,79,128504
Los Pollos Hermanos,Bengal Ball,6,REGULAR_SEASON,79,56,128504
The Dark Knighton,Domination,7,REGULAR_SEASON,118,89,128504
Domination,The Dark Knighton,7,REGULAR_SEASON,89,118,128504
A Game of Throws,JayCutlersGayButlers,7,REGULAR_SEASON,58,56,128504
JayCutlersGayButlers,A Game of Throws,7,REGULAR_SEASON,56,58,128504
SB's Finest,Akili Smith's Career,7,REGULAR_SEASON,80,40,128504
Akili Smith's Career,SB's Finest,7,REGULAR_SEASON,40,80,128504
Jets,Martyr.,7,REGULAR_SEASON,85,75,128504
Martyr.,Jets,7,REGULAR_SEASON,75,85,128504
Bengal Ball,EveryDayImRussellin,7,REGULAR_SEASON,95,81,128504
EveryDayImRussellin,Bengal Ball,7,REGULAR_SEASON,81,95,128504
Los Pollos Hermanos,Con 2,7,REGULAR_SEASON,60,98,128504
Con 2,Los Pollos Hermanos,7,REGULAR_SEASON,98,60,128504
The Dark Knighton,Bengal Ball,8,REGULAR_SEASON,117,65,128504
Bengal Ball,The Dark Knighton,8,REGULAR_SEASON,65,117,128504
A Game of Throws,Domination,8,REGULAR_SEASON,55,58,128504
Domination,A Game of Throws,8,REGULAR_SEASON,58,55,128504
SB's Finest,JayCutlersGayButlers,8,REGULAR_SEASON,53,77,128504
JayCutlersGayButlers,SB's Finest,8,REGULAR_SEASON,77,53,128504
Jets,Akili Smith's Career,8,REGULAR_SEASON,65,52,128504
Akili Smith's Career,Jets,8,REGULAR_SEASON,52,65,128504
Martyr.,Con 2,8,REGULAR_SEASON,70,101,128504
Con 2,Martyr.,8,REGULAR_SEASON,101,70,128504
Los Pollos Hermanos,EveryDayImRussellin,8,REGULAR_SEASON,84,86,128504
EveryDayImRussellin,Los Pollos Hermanos,8,REGULAR_SEASON,86,84,128504
The Dark Knighton,Los Pollos Hermanos,9,REGULAR_SEASON,83,84,128504
Los Pollos Hermanos,The Dark Knighton,9,REGULAR_SEASON,84,83,128504
A Game of Throws,Bengal Ball,9,REGULAR_SEASON,84,45,128504
Bengal Ball,A Game of Throws,9,REGULAR_SEASON,45,84,128504
SB's Finest,Domination,9,REGULAR_SEASON,80,80,128504
Domination,SB's Finest,9,REGULAR_SEASON,80,80,128504
Jets,JayCutlersGayButlers,9,REGULAR_SEASON,107,72,128504
JayCutlersGayButlers,Jets,9,REGULAR_SEASON,72,107,128504
Martyr.,Akili Smith's Career,9,REGULAR_SEASON,81,75,128504
Akili Smith's Career,Martyr.,9,REGULAR_SEASON,75,81,128504
EveryDayImRussellin,Con 2,9,REGULAR_SEASON,109,111,128504
Con 2,EveryDayImRussellin,9,REGULAR_SEASON,111,109,128504
The Dark Knighton,EveryDayImRussellin,10,REGULAR_SEASON,78,65,128504
EveryDayImRussellin,The Dark Knighton,10,REGULAR_SEASON,65,78,128504
A Game of Throws,Los Pollos Hermanos,10,REGULAR_SEASON,90,96,128504
Los Pollos Hermanos,A Game of Throws,10,REGULAR_SEASON,96,90,128504
SB's Finest,Bengal Ball,10,REGULAR_SEASON,112,104,128504
Bengal Ball,SB's Finest,10,REGULAR_SEASON,104,112,128504
Jets,Domination,10,REGULAR_SEASON,50,85,128504
Domination,Jets,10,REGULAR_SEASON,85,50,128504
Martyr.,JayCutlersGayButlers,10,REGULAR_SEASON,50,109,128504
JayCutlersGayButlers,Martyr.,10,REGULAR_SEASON,109,50,128504
Akili Smith's Career,Con 2,10,REGULAR_SEASON,79,90,128504
Con 2,Akili Smith's Career,10,REGULAR_SEASON,90,79,128504
The Dark Knighton,Con 2,11,REGULAR_SEASON,96,90,128504
Con 2,The Dark Knighton,11,REGULAR_SEASON,90,96,128504
A Game of Throws,EveryDayImRussellin,11,REGULAR_SEASON,66,81,128504
EveryDayImRussellin,A Game of Throws,11,REGULAR_SEASON,81,66,128504
SB's Finest,Los Pollos Hermanos,11,REGULAR_SEASON,85,96,128504
Los Pollos Hermanos,SB's Finest,11,REGULAR_SEASON,96,85,128504
Jets,Bengal Ball,11,REGULAR_SEASON,86,75,128504
Bengal Ball,Jets,11,REGULAR_SEASON,75,86,128504
Martyr.,Domination,11,REGULAR_SEASON,37,79,128504
Domination,Martyr.,11,REGULAR_SEASON,79,37,128504
Akili Smith's Career,JayCutlersGayButlers,11,REGULAR_SEASON,98,93,128504
JayCutlersGayButlers,Akili Smith's Career,11,REGULAR_SEASON,93,98,128504
The Dark Knighton,A Game of Throws,12,REGULAR_SEASON,69,73,128504
A Game of Throws,The Dark Knighton,12,REGULAR_SEASON,73,69,128504
SB's Finest,EveryDayImRussellin,12,REGULAR_SEASON,69,88,128504
EveryDayImRussellin,SB's Finest,12,REGULAR_SEASON,88,69,128504
Jets,Los Pollos Hermanos,12,REGULAR_SEASON,83,83,128504
Los Pollos Hermanos,Jets,12,REGULAR_SEASON,83,83,128504
Martyr.,Bengal Ball,12,REGULAR_SEASON,89,92,128504
Bengal Ball,Martyr.,12,REGULAR_SEASON,92,89,128504
Akili Smith's Career,Domination,12,REGULAR_SEASON,93,93,128504
Domination,Akili Smith's Career,12,REGULAR_SEASON,93,93,128504
JayCutlersGayButlers,Con 2,12,REGULAR_SEASON,108,103,128504
Con 2,JayCutlersGayButlers,12,REGULAR_SEASON,103,108,128504
The Dark Knighton,SB's Finest,13,REGULAR_SEASON,96,49,128504
SB's Finest,The Dark Knighton,13,REGULAR_SEASON,49,96,128504
A Game of Throws,Con 2,13,REGULAR_SEASON,89,116,128504
Con 2,A Game of Throws,13,REGULAR_SEASON,116,89,128504
Jets,EveryDayImRussellin,13,REGULAR_SEASON,58,89,128504
EveryDayImRussellin,Jets,13,REGULAR_SEASON,89,58,128504
Martyr.,Los Pollos Hermanos,13,REGULAR_SEASON,91,91,128504
Los Pollos Hermanos,Martyr.,13,REGULAR_SEASON,91,91,128504
Akili Smith's Career,Bengal Ball,13,REGULAR_SEASON,58,66,128504
Bengal Ball,Akili Smith's Career,13,REGULAR_SEASON,66,58,128504
JayCutlersGayButlers,Domination,13,REGULAR_SEASON,117,68,128504
Domination,JayCutlersGayButlers,13,REGULAR_SEASON,68,117,128504
The Dark Knighton,JayCutlersGayButlers,14,PLAYOFF,93.86,67.92,128504
JayCutlersGayButlers,The Dark Knighton,14,PLAYOFF,67.92,93.86,128504
A Game of Throws,EveryDayImRussellin,14,PLAYOFF,79.94,117.58,128504
EveryDayImRussellin,A Game of Throws,14,PLAYOFF,117.58,79.94,128504
Martyr.,Akili Smith's Career,14,PLAYOFF,62.66,79.9,128504
Akili Smith's Career,Martyr.,14,PLAYOFF,79.9,62.66,128504
Los Pollos Hermanos,Con 2,14,PLAYOFF,126.54,91.92,128504
Con 2,Los Pollos Hermanos,14,PLAYOFF,91.92,126.54,128504
The Dark Knighton,Jets,15,PLAYOFF,71.64,80.34,128504
Jets,The Dark Knighton,15,PLAYOFF,80.34,71.64,128504
A Game of Throws,Martyr.,15,PLAYOFF,82.84,44.94,128504
Martyr.,A Game of Throws,15,PLAYOFF,44.94,82.84,128504
SB's Finest,Akili Smith's Career,15,PLAYOFF,104.98,85.44,128504
Akili Smith's Career,SB's Finest,15,PLAYOFF,85.44,104.98,128504
JayCutlersGayButlers,Con 2,15,PLAYOFF,92.84,91.24,128504
Con 2,JayCutlersGayButlers,15,PLAYOFF,91.24,92.84,128504
Domination,Los Pollos Hermanos,15,PLAYOFF,82.76,97.12,128504
Los Pollos Hermanos,Domination,15,PLAYOFF,97.12,82.76,128504
Bengal Ball,EveryDayImRussellin,15,PLAYOFF,40.9,83.04,128504
EveryDayImRussellin,Bengal Ball,15,PLAYOFF,83.04,40.9,128504
The Dark Knighton,Domination,16,PLAYOFF,88.12,53.16,128504
Domination,The Dark Knighton,16,PLAYOFF,53.16,88.12,128504
SB's Finest,EveryDayImRussellin,16,PLAYOFF,132.94,100.4,128504
EveryDayImRussellin,SB's Finest,16,PLAYOFF,100.4,132.94,128504
Jets,Los Pollos Hermanos,16,CHAMPIONSHIP,93.72,97.18,128504
Los Pollos Hermanos,Jets,16,CHAMPIONSHIP,97.18,93.72,128504
Akili Smith's Career,Bengal Ball,16,PLAYOFF,89.1,56.46,128504
Bengal Ball,Akili Smith's Career,16,PLAYOFF,56.46,89.1,128504
Salute Your Shorts,Con 2,1,REGULAR_SEASON,127.08,100.82,150575
Con 2,Salute Your Shorts,1,REGULAR_SEASON,100.82,127.08,150575
Romosexual,YouLikeMonteeBalls!,1,REGULAR_SEASON,106.02,89.26,150575
YouLikeMonteeBalls!,Romosexual,1,REGULAR_SEASON,89.26,106.02,150575
LOVE Bush,RG3's ACL,1,REGULAR_SEASON,129.46,115.48,150575
RG3's ACL,LOVE Bush,1,REGULAR_SEASON,115.48,129.46,150575
Los Pollos Hermanos,The Dandy Footballs,1,REGULAR_SEASON,101.1,95.58,150575
The Dandy Footballs,Los Pollos Hermanos,1,REGULAR_SEASON,95.58,101.1,150575
Coples Therapy,Domination,1,REGULAR_SEASON,126.62,88.28,150575
Domination,Coples Therapy,1,REGULAR_SEASON,88.28,126.62,150575
Bengal Ball,Sgt. Grumbles,1,REGULAR_SEASON,71.02,67,150575
Sgt. Grumbles,Bengal Ball,1,REGULAR_SEASON,67,71.02,150575
Salute Your Shorts,Bengal Ball,2,REGULAR_SEASON,106.18,132.4,150575
Bengal Ball,Salute Your Shorts,2,REGULAR_SEASON,132.4,106.18,150575
Con 2,LOVE Bush,2,REGULAR_SEASON,82.14,102.06,150575
LOVE Bush,Con 2,2,REGULAR_SEASON,102.06,82.14,150575
Romosexual,Los Pollos Hermanos,2,REGULAR_SEASON,72.02,132.92,150575
Los Pollos Hermanos,Romosexual,2,REGULAR_SEASON,132.92,72.02,150575
YouLikeMonteeBalls!,Domination,2,REGULAR_SEASON,109.9,82.22,150575
Domination,YouLikeMonteeBalls!,2,REGULAR_SEASON,82.22,109.9,150575
RG3's ACL,The Dandy Footballs,2,REGULAR_SEASON,111.38,97.28,150575
The Dandy Footballs,RG3's ACL,2,REGULAR_SEASON,97.28,111.38,150575
Coples Therapy,Sgt. Grumbles,2,REGULAR_SEASON,118,74.16,150575
Sgt. Grumbles,Coples Therapy,2,REGULAR_SEASON,74.16,118,150575
Salute Your Shorts,LOVE Bush,3,REGULAR_SEASON,134.6,74.58,150575
LOVE Bush,Salute Your Shorts,3,REGULAR_SEASON,74.58,134.6,150575
Con 2,The Dandy Footballs,3,REGULAR_SEASON,93.96,102.28,150575
The Dandy Footballs,Con 2,3,REGULAR_SEASON,102.28,93.96,150575
Romosexual,RG3's ACL,3,REGULAR_SEASON,71.8,105.86,150575
RG3's ACL,Romosexual,3,REGULAR_SEASON,105.86,71.8,150575
YouLikeMonteeBalls!,Sgt. Grumbles,3,REGULAR_SEASON,88.04,115.32,150575
Sgt. Grumbles,YouLikeMonteeBalls!,3,REGULAR_SEASON,115.32,88.04,150575
Los Pollos Hermanos,Domination,3,REGULAR_SEASON,94.24,78.6,150575
Domination,Los Pollos Hermanos,3,REGULAR_SEASON,78.6,94.24,150575
Coples Therapy,Bengal Ball,3,REGULAR_SEASON,72.96,55.9,150575
Bengal Ball,Coples Therapy,3,REGULAR_SEASON,55.9,72.96,150575
Salute Your Shorts,The Dandy Footballs,4,REGULAR_SEASON,97.48,107.32,150575
The Dandy Footballs,Salute Your Shorts,4,REGULAR_SEASON,107.32,97.48,150575
Con 2,Romosexual,4,REGULAR_SEASON,87.38,101.84,150575
Romosexual,Con 2,4,REGULAR_SEASON,101.84,87.38,150575
YouLikeMonteeBalls!,Coples Therapy,4,REGULAR_SEASON,129.58,121.84,150575
Coples Therapy,YouLikeMonteeBalls!,4,REGULAR_SEASON,121.84,129.58,150575
LOVE Bush,Bengal Ball,4,REGULAR_SEASON,100.74,107.14,150575
Bengal Ball,LOVE Bush,4,REGULAR_SEASON,107.14,100.74,150575
RG3's ACL,Domination,4,REGULAR_SEASON,105.38,94.88,150575
Domination,RG3's ACL,4,REGULAR_SEASON,94.88,105.38,150575
Los Pollos Hermanos,Sgt. Grumbles,4,REGULAR_SEASON,102.62,88.86,150575
Sgt. Grumbles,Los Pollos Hermanos,4,REGULAR_SEASON,88.86,102.62,150575
Salute Your Shorts,Romosexual,5,REGULAR_SEASON,103.72,113.54,150575
Romosexual,Salute Your Shorts,5,REGULAR_SEASON,113.54,103.72,150575
Con 2,Domination,5,REGULAR_SEASON,100.98,94.68,150575
Domination,Con 2,5,REGULAR_SEASON,94.68,100.98,150575
YouLikeMonteeBalls!,Bengal Ball,5,REGULAR_SEASON,110.9,104.08,150575
Bengal Ball,YouLikeMonteeBalls!,5,REGULAR_SEASON,104.08,110.9,150575
LOVE Bush,The Dandy Footballs,5,REGULAR_SEASON,83.06,85.22,150575
The Dandy Footballs,LOVE Bush,5,REGULAR_SEASON,85.22,83.06,150575
RG3's ACL,Sgt. Grumbles,5,REGULAR_SEASON,113.06,121.42,150575
Sgt. Grumbles,RG3's ACL,5,REGULAR_SEASON,121.42,113.06,150575
Los Pollos Hermanos,Coples Therapy,5,REGULAR_SEASON,112.8,105.86,150575
Coples Therapy,Los Pollos Hermanos,5,REGULAR_SEASON,105.86,112.8,150575
Salute Your Shorts,Domination,6,REGULAR_SEASON,86.58,86.02,150575
Domination,Salute Your Shorts,6,REGULAR_SEASON,86.02,86.58,150575
Con 2,Sgt. Grumbles,6,REGULAR_SEASON,67.78,96.88,150575
Sgt. Grumbles,Con 2,6,REGULAR_SEASON,96.88,67.78,150575
Romosexual,LOVE Bush,6,REGULAR_SEASON,136.2,97.34,150575
LOVE Bush,Romosexual,6,REGULAR_SEASON,97.34,136.2,150575
YouLikeMonteeBalls!,Los Pollos Hermanos,6,REGULAR_SEASON,67.74,103.68,150575
Los Pollos Hermanos,YouLikeMonteeBalls!,6,REGULAR_SEASON,103.68,67.74,150575
RG3's ACL,Coples Therapy,6,REGULAR_SEASON,85.4,78.5,150575
Coples Therapy,RG3's ACL,6,REGULAR_SEASON,78.5,85.4,150575
The Dandy Footballs,Bengal Ball,6,REGULAR_SEASON,110.64,92.96,150575
Bengal Ball,The Dandy Footballs,6,REGULAR_SEASON,92.96,110.64,150575
Salute Your Shorts,Sgt. Grumbles,7,REGULAR_SEASON,67.42,87.16,150575
Sgt. Grumbles,Salute Your Shorts,7,REGULAR_SEASON,87.16,67.42,150575
Con 2,Coples Therapy,7,REGULAR_SEASON,87.72,97.6,150575
Coples Therapy,Con 2,7,REGULAR_SEASON,97.6,87.72,150575
Romosexual,The Dandy Footballs,7,REGULAR_SEASON,75.38,64.5,150575
The Dandy Footballs,Romosexual,7,REGULAR_SEASON,64.5,75.38,150575
YouLikeMonteeBalls!,RG3's ACL,7,REGULAR_SEASON,81.62,96.44,150575
RG3's ACL,YouLikeMonteeBalls!,7,REGULAR_SEASON,96.44,81.62,150575
LOVE Bush,Domination,7,REGULAR_SEASON,96.72,88.48,150575
Domination,LOVE Bush,7,REGULAR_SEASON,88.48,96.72,150575
Los Pollos Hermanos,Bengal Ball,7,REGULAR_SEASON,110.8,64.92,150575
Bengal Ball,Los Pollos Hermanos,7,REGULAR_SEASON,64.92,110.8,150575
Salute Your Shorts,Coples Therapy,8,REGULAR_SEASON,94.46,71.4,150575
Coples Therapy,Salute Your Shorts,8,REGULAR_SEASON,71.4,94.46,150575
Con 2,YouLikeMonteeBalls!,8,REGULAR_SEASON,85.6,80.48,150575
YouLikeMonteeBalls!,Con 2,8,REGULAR_SEASON,80.48,85.6,150575
Romosexual,Bengal Ball,8,REGULAR_SEASON,101.34,116.14,150575
Bengal Ball,Romosexual,8,REGULAR_SEASON,116.14,101.34,150575
LOVE Bush,Sgt. Grumbles,8,REGULAR_SEASON,104.64,103.04,150575
Sgt. Grumbles,LOVE Bush,8,REGULAR_SEASON,103.04,104.64,150575
RG3's ACL,Los Pollos Hermanos,8,REGULAR_SEASON,110.06,76.8,150575
Los Pollos Hermanos,RG3's ACL,8,REGULAR_SEASON,76.8,110.06,150575
Domination,The Dandy Footballs,8,REGULAR_SEASON,108.52,116.98,150575
The Dandy Footballs,Domination,8,REGULAR_SEASON,116.98,108.52,150575
Salute Your Shorts,YouLikeMonteeBalls!,9,REGULAR_SEASON,129.48,42.94,150575
YouLikeMonteeBalls!,Salute Your Shorts,9,REGULAR_SEASON,42.94,129.48,150575
Con 2,Los Pollos Hermanos,9,REGULAR_SEASON,90.94,109.88,150575
Los Pollos Hermanos,Con 2,9,REGULAR_SEASON,109.88,90.94,150575
Romosexual,Domination,9,REGULAR_SEASON,140.28,80.5,150575
Domination,Romosexual,9,REGULAR_SEASON,80.5,140.28,150575
LOVE Bush,Coples Therapy,9,REGULAR_SEASON,88.12,91.78,150575
Coples Therapy,LOVE Bush,9,REGULAR_SEASON,91.78,88.12,150575
RG3's ACL,Bengal Ball,9,REGULAR_SEASON,81.54,104.22,150575
Bengal Ball,RG3's ACL,9,REGULAR_SEASON,104.22,81.54,150575
The Dandy Footballs,Sgt. Grumbles,9,REGULAR_SEASON,98.78,136.16,150575
Sgt. Grumbles,The Dandy Footballs,9,REGULAR_SEASON,136.16,98.78,150575
Salute Your Shorts,Los Pollos Hermanos,10,REGULAR_SEASON,92.04,106.08,150575
Los Pollos Hermanos,Salute Your Shorts,10,REGULAR_SEASON,106.08,92.04,150575
Con 2,RG3's ACL,10,REGULAR_SEASON,83.12,111.1,150575
RG3's ACL,Con 2,10,REGULAR_SEASON,111.1,83.12,150575
Romosexual,Sgt. Grumbles,10,REGULAR_SEASON,77.92,89.46,150575
Sgt. Grumbles,Romosexual,10,REGULAR_SEASON,89.46,77.92,150575
YouLikeMonteeBalls!,LOVE Bush,10,REGULAR_SEASON,77.14,72.98,150575
LOVE Bush,YouLikeMonteeBalls!,10,REGULAR_SEASON,72.98,77.14,150575
Coples Therapy,The Dandy Footballs,10,REGULAR_SEASON,72.1,69.68,150575
The Dandy Footballs,Coples Therapy,10,REGULAR_SEASON,69.68,72.1,150575
Domination,Bengal Ball,10,REGULAR_SEASON,76.86,87.66,150575
Bengal Ball,Domination,10,REGULAR_SEASON,87.66,76.86,150575
Salute Your Shorts,RG3's ACL,11,REGULAR_SEASON,114.9,84.02,150575
RG3's ACL,Salute Your Shorts,11,REGULAR_SEASON,84.02,114.9,150575
Con 2,Bengal Ball,11,REGULAR_SEASON,115.38,80.04,150575
Bengal Ball,Con 2,11,REGULAR_SEASON,80.04,115.38,150575
Romosexual,Coples Therapy,11,REGULAR_SEASON,107.06,95.96,150575
Coples Therapy,Romosexual,11,REGULAR_SEASON,95.96,107.06,150575
YouLikeMonteeBalls!,The Dandy Footballs,11,REGULAR_SEASON,96.42,100.8,150575
The Dandy Footballs,YouLikeMonteeBalls!,11,REGULAR_SEASON,100.8,96.42,150575
LOVE Bush,Los Pollos Hermanos,11,REGULAR_SEASON,86.02,80.9,150575
Los Pollos Hermanos,LOVE Bush,11,REGULAR_SEASON,80.9,86.02,150575
Domination,Sgt. Grumbles,11,REGULAR_SEASON,100.38,119.36,150575
Sgt. Grumbles,Domination,11,REGULAR_SEASON,119.36,100.38,150575
Salute Your Shorts,Con 2,12,REGULAR_SEASON,129.5,97.82,150575
Con 2,Salute Your Shorts,12,REGULAR_SEASON,97.82,129.5,150575
Romosexual,YouLikeMonteeBalls!,12,REGULAR_SEASON,59.76,68.56,150575
YouLikeMonteeBalls!,Romosexual,12,REGULAR_SEASON,68.56,59.76,150575
LOVE Bush,RG3's ACL,12,REGULAR_SEASON,62.06,102.5,150575
RG3's ACL,LOVE Bush,12,REGULAR_SEASON,102.5,62.06,150575
Los Pollos Hermanos,The Dandy Footballs,12,REGULAR_SEASON,114.82,71.42,150575
The Dandy Footballs,Los Pollos Hermanos,12,REGULAR_SEASON,71.42,114.82,150575
Coples Therapy,Domination,12,REGULAR_SEASON,72.02,105.88,150575
Domination,Coples Therapy,12,REGULAR_SEASON,105.88,72.02,150575
Bengal Ball,Sgt. Grumbles,12,REGULAR_SEASON,81.86,88.96,150575
Sgt. Grumbles,Bengal Ball,12,REGULAR_SEASON,88.96,81.86,150575
Salute Your Shorts,Bengal Ball,13,REGULAR_SEASON,147.2,66.44,150575
Bengal Ball,Salute Your Shorts,13,REGULAR_SEASON,66.44,147.2,150575
Con 2,LOVE Bush,13,REGULAR_SEASON,117.9,107,150575
LOVE Bush,Con 2,13,REGULAR_SEASON,107,117.9,150575
Romosexual,Los Pollos Hermanos,13,REGULAR_SEASON,92,76.9,150575
Los Pollos Hermanos,Romosexual,13,REGULAR_SEASON,76.9,92,150575
YouLikeMonteeBalls!,Domination,13,REGULAR_SEASON,114.98,88.9,150575
Domination,YouLikeMonteeBalls!,13,REGULAR_SEASON,88.9,114.98,150575
RG3's ACL,The Dandy Footballs,13,REGULAR_SEASON,115.32,80.38,150575
The Dandy Footballs,RG3's ACL,13,REGULAR_SEASON,80.38,115.32,150575
Coples Therapy,Sgt. Grumbles,13,REGULAR_SEASON,126.4,110.14,150575
Sgt. Grumbles,Coples Therapy,13,REGULAR_SEASON,110.14,126.4,150575
Salute Your Shorts,Coples Therapy,14,PLAYOFF,102.8,145.42,150575
Coples Therapy,Salute Your Shorts,14,PLAYOFF,145.42,102.8,150575
Con 2,LOVE Bush,14,PLAYOFF,112.54,94.8,150575
LOVE Bush,Con 2,14,PLAYOFF,94.8,112.54,150575
Romosexual,Sgt. Grumbles,14,PLAYOFF,115.36,82.9,150575
Sgt. Grumbles,Romosexual,14,PLAYOFF,82.9,115.36,150575
YouLikeMonteeBalls!,Domination,14,PLAYOFF,68.16,52.14,150575
Domination,YouLikeMonteeBalls!,14,PLAYOFF,52.14,68.16,150575
Salute Your Shorts,Sgt. Grumbles,15,PLAYOFF,146.52,77.22,150575
Sgt. Grumbles,Salute Your Shorts,15,PLAYOFF,77.22,146.52,150575
Con 2,The Dandy Footballs,15,PLAYOFF,67.6,75.42,150575
The Dandy Footballs,Con 2,15,PLAYOFF,75.42,67.6,150575
Romosexual,Los Pollos Hermanos,15,PLAYOFF,136.12,157.14,150575
Los Pollos Hermanos,Romosexual,15,PLAYOFF,157.14,136.12,150575
YouLikeMonteeBalls!,Bengal Ball,15,PLAYOFF,87.62,128.86,150575
Bengal Ball,YouLikeMonteeBalls!,15,PLAYOFF,128.86,87.62,150575
LOVE Bush,Domination,15,PLAYOFF,88.58,70.5,150575
Domination,LOVE Bush,15,PLAYOFF,70.5,88.58,150575
RG3's ACL,Coples Therapy,15,PLAYOFF,74.76,97.6,150575
Coples Therapy,RG3's ACL,15,PLAYOFF,97.6,74.76,150575
Con 2,YouLikeMonteeBalls!,16,PLAYOFF,80.14,93.4,150575
YouLikeMonteeBalls!,Con 2,16,PLAYOFF,93.4,80.14,150575
